1,1,0307
1,1,0308
1,1,0408
1,1,0409
1,1,0509
1,1,0510
1,1,0610
1,1,0611
1,2,0710
1,2,0709
1,2,0708
1,2,0608
1,2,0607
1,2,0606
1,3,0710
1,3,0810
1,3,0811
1,3,0911
1,3,1011
1,4,1011
1,4,0912
1,4,0813
1,5,1011
1,5,1111
1,5,1112
1,5,1212
1,5,1213
1,5,1313
1,6,0804
1,6,0904
1,6,0905
1,6,1005
1,6,1006
1,6,1106
1,6,1107
1,6,1207
1,7,0908
1,7,1008
1,7,1009
1,7,1109
1,7,1209
1,7,1210
1,7,1310
1,8,1207
1,8,1208
1,8,1209
1,8,1309
1,8,1310
1,9,1310
1,9,1410
1,9,1411
1,9,1511
1,9,1611
1,9,1612
1,9,1712
1,10,1310
1,10,1311
1,10,1411
1,10,1412
1,10,1512
1,10,1513
1,10,1613
1,10,1614
1,11,1614
1,11,1615
1,11,1616
1,12,1614
1,12,1613
1,12,1712
1,13,1814
1,13,1815
1,13,1915
1,13,1916
1,13,2016
1,13,2017
1,13,2117
1,13,2118
1,14,2118
1,14,2218
1,14,2318
1,15,2318
1,15,2319
1,15,2419
1,15,2420
1,15,2520
1,15,2521
1,15,2621
1,15,2622
1,16,2118
1,16,2019
1,16,2020
1,17,1014
1,17,1114
1,17,1214
1,17,1215
1,17,1315
1,17,1415
1,18,1415
1,18,1416
1,18,1516
1,18,1517
1,18,1617
1,18,1618
1,18,1718
1,18,1719
1,19,1014
1,19,1015
1,19,1115
1,19,1116
1,19,1216
1,19,1217
1,19,1317
1,19,1318
1,19,1418
1,19,1419
1,20,1419
1,20,1519
1,20,1619
1,20,1719
1,21,1719
1,21,1818
1,21,1817
1,22,1719
1,22,1720
1,22,1820
1,22,1821
1,22,1921
1,22,1922
1,23,2223
1,23,2123
1,23,2023
1,23,2022
1,23,1922
1,24,1622
1,24,1722
1,24,1723
1,24,1823
1,24,1824
1,24,1924
1,24,2024
1,24,2025
1,24,2125
